dataset,index,source_start,source_end,author_eligible,source_eligible,eligible_gold,budget_5,budget_10,budget_20,budget_30,budget_50,original_10pct_budget,reference_input_sha256
niah_mv_v2,63,137,4323,863,810,36,41,81,162,243,405,87,8c675e2f0a7028efffe74f386d9b5c01a1a1b44880b72bb9b4af8c56ade9ca75
niah_mv_v2,64,137,4317,867,812,38,41,82,163,244,406,87,12442bd1b61e2b625bacc92280da867fe1733cc4f475015e1aaf3d1f2e3139f7
niah_mv_v2,65,137,4321,867,812,38,41,82,163,244,406,87,c2e4405c9a34a4710184105d2438783e66cdeab2f36f135491c4dd9cac69f32b
niah_mv_v2,66,137,4315,867,812,38,41,82,163,244,406,87,c30b167a68786c058d378c046e982b0eeb815fa01ba415fdc0e38003cfa09608
niah_mv_v2,67,137,4317,863,810,36,41,81,162,243,405,87,0f5e1047cd152e9869566ee772060b3437d4ad3c36ab9dee7e3cad4d7cb6b58d
niah_mv_v2,68,137,4313,867,812,38,41,82,163,244,406,87,32335cc2df71a2d5fe15c5473907bb25860344b92c74c358ad0dec9bb2b2dd79
niah_mv_v2,69,137,1370,314,255,42,13,26,51,77,128,32,86a0ebeb9477ce016011072c7b37cbac391dcaeec84014667804dd7f96b8d2ba
niah_mv_v2,70,137,4316,867,812,38,41,82,163,244,406,87,d03f43401695c65f67a6ea901005c1a372bd57ded464a54a1c038330d0d6bcc8
niah_mv_v2,71,137,4307,867,812,38,41,82,163,244,406,87,c1264c50d86859c206edcd8a9819ae425dd6e8750f4a2da586f3cdc04bbdafda
niah_mv_v2,72,137,1390,314,255,42,13,26,51,77,128,32,0a133d1dd5ab7cf47036668b174fb4a8952fd8965ae0fc5f7afd591d3394edf5
niah_mv_v2,73,137,1374,318,257,44,13,26,52,78,129,32,a77ed8aeb3dec38910146c1dbf0c11c3400be0e978bf5afbb1d9996702ee9033
niah_mv_v2,74,137,1376,306,251,38,13,26,51,76,126,31,43169b3a58fb20236ed536f2b8e9c3e9f0075fbb7b4c1249df1492fc6c7ccc95
niah_mv_v2,75,137,1370,302,249,36,13,25,50,75,125,31,6ff37d9c906d3b390c9e7bf90ff5b19813947208ce01521eda52e7c690c57b54
niah_mv_v2,76,137,1385,306,251,38,13,26,51,76,126,31,376de2c2367454e7b81b83c0a4e47e29058ed36f384ee40edcf14cf73fe8fb25
niah_mv_v2,77,137,4313,871,814,40,41,82,163,245,407,88,31f999718cdc6edd47ad1c2048aa2a654b461b03329893d59ced0de4b9e359ac
niah_mv_v2,78,137,1386,306,251,38,13,26,51,76,126,31,60ab4e7d31476ca7b0697e67ea115cc918fdad84d43ea4b41b6dd78884668bea
niah_mv_v2,79,137,1378,314,255,42,13,26,51,77,128,32,7b705831848cc3cb432c8e9a9493b680afc516578c2e26a03574dd1db467df1a
niah_mv_v2,80,137,4311,867,812,38,41,82,163,244,406,87,4b04b8b7d0bd1c93c839482bd313668b59dad679c851e74c80d2d467acaa0264
niah_mv_v2,81,137,4332,867,812,38,41,82,163,244,406,87,05566b938c8369fa90a5cf9ac1c799e5519c1c82294f259fb593560072f6292e
niah_mv_v2,82,137,4315,867,812,38,41,82,163,244,406,87,aedc1ad56c96a81dfedcc957c859fc5ec0e7cae4324c172e573a3ab803d9a62c
niah_mv_v2,83,137,4311,867,812,38,41,82,163,244,406,87,63934da6bba80aedbd47cccca7e8b46ccb2eb6b2ae6a194465d6e2e1eb334707
niah_mv_v2,84,137,1392,330,263,50,14,27,53,79,132,33,03c1cece45be75031c9aa18ab752c6621cb69564aa21c53299a66d657dd7c49d
niah_mv_v2,85,137,1386,310,253,40,13,26,51,76,127,31,4bdaa395453de2cca37281b4e5d1bd39182fc5aa81aaa3a129d3dba71811f7fc
niah_mv_v2,86,137,4323,867,812,38,41,82,163,244,406,87,eb04734a5ec928299f0c18390c1295938e83b4086c26e41f283956a6a1b9540f
niah_mv_v2,87,137,1384,314,255,42,13,26,51,77,128,32,f144a69d07668f6dfdfc9c379926ed3f43f4938b776a320858059f87c15049b5
niah_mv_v2,88,137,1366,306,251,38,13,26,51,76,126,31,013a920fa1cfea72728db0474ab247f263a580e655a93ebc7c216388a380acb8
niah_mv_v2,89,137,4311,867,812,38,41,82,163,244,406,87,68e965c1ab639786108cafb0c32cedcdc6d8ef7518719995538f0e215760102c
niah_mv_v2,90,137,4316,867,812,38,41,82,163,244,406,87,65d9de675d73d753ac10545a5eef390c96333bc66669b710d03a884c4aec437f
niah_mv_v2,91,137,1376,314,255,42,13,26,51,77,128,32,a41c650b63238b443665710566c494ef12a685b842383e221e3e49e2cc54bcea
niah_mv_v2,92,137,1376,310,253,40,13,26,51,76,127,31,33b191ac9e7ce7c6f34dab742efd29b624383a0e19144dc6c7105f48b19f3ed9
niah_mv_v2,93,137,1384,306,251,38,13,26,51,76,126,31,a79c3163361e71e3f1bb368fc9f44ddf1b53030443ab6d084ff6c29636b022f3
niah_mv_v2,94,137,4311,867,812,38,41,82,163,244,406,87,dc01bc28f86be4b60e6a27cdaceb777a030f7824cd1d5ccc8297072bc89f106c
niah_mv_v2,95,137,4312,863,810,36,41,81,162,243,405,87,5841d03d83eb73c9421b3cf71934ba66a7e034f3e149f5ec5520aa038e98ed52
niah_mv_v2,96,137,4325,867,812,38,41,82,163,244,406,87,4c45de346d4e23b4f2321a83365c8ffc2449fdd98be8624b67c42efc5b4f1c74
niah_mv_v2,97,137,1386,314,255,42,13,26,51,77,128,32,90698f79da4ee155c16d58c9211dbf9216426325202982564ddc1ff5aeb47b27
niah_mv_v2,98,137,4319,867,812,38,41,82,163,244,406,87,5d46b955e2dd5c5d5535985e694273d1d37668ea09dbc7139cc9d712ed59f162
niah_mv_v2,99,137,4313,867,812,38,41,82,163,244,406,87,da4094f1be66c2370b68c609f858d41a8200be809fbae3896914a84099c1c0aa
niah_mv_v4,0,137,1282,300,243,80,13,25,49,73,122,30,676a84d857a5d1eef93e11d28ab9bc3fd68373374db07a4c1c0a00d088ca455a
niah_mv_v4,1,137,4210,861,806,76,41,81,162,242,403,87,e9ef69489dcb52045a76c7f4575d0f07e857be7c6620066295dbc51d84c193bc
niah_mv_v4,2,137,4210,867,810,80,41,81,162,243,405,87,311ebc598b4b594ecb3e3025b43e004c569473cf21624ba0d85954cd38eb391f
niah_mv_v4,3,137,4218,855,802,72,41,81,161,241,401,86,857bf2a97e7842e7caf6c27f4d1d46fb47663bcbd2db1769a921feac8731d7d3
niah_mv_v4,4,137,4206,867,810,80,41,81,162,243,405,87,b13b82999ab34bfe591b925a76da926133feb77da9760075df2f1e231899bd78
niah_mv_v4,5,137,4220,861,806,76,41,81,162,242,403,87,fe07356354337969dad50ac4e4e964b544a86b0a431bdef1074bbbc7cd72f694
niah_mv_v4,6,137,4198,861,806,76,41,81,162,242,403,87,6a3dd72a15b6cf7c9d60c7794bdb38cf8b981ddea14664fd66c5e4df1e8e9b7e
niah_mv_v4,7,137,4198,861,806,76,41,81,162,242,403,87,01932aefc68803fba05ec6b48d881e8cd9e6c7c4e0bbd00a34f4943db8ca6025
niah_mv_v4,8,137,4222,867,810,80,41,81,162,243,405,87,8db176c104de7d5eeaa7f4ac914d588a909b7171617c1af7484d6ce3e28e4b9f
niah_mv_v4,9,137,4226,867,810,80,41,81,162,243,405,87,e42ea094eead3e68236d2e70eb04a8f3f0879deab5e10be3fe6f1f19a302eb39
niah_mv_v4,10,137,1279,288,235,72,12,24,47,71,118,29,ab0246c31e7142b43d75eab8ae2d14553cf55e721502875cd1d47067b352cb8b
niah_mv_v4,11,137,4206,861,806,76,41,81,162,242,403,87,fc251a0aec94696598151c729a8951453c44af19415bba90f246a035bb246886
niah_mv_v4,12,137,1304,294,239,76,12,24,48,72,120,30,a57bcad0aa6bbfa6e4443ea7e4fd432741277013c2b4dc4f40a473c14ca9c4f6
niah_mv_v4,13,137,4210,867,810,80,41,81,162,243,405,87,197f11ffcae198dfe279d2a9e7945d837817ad61085b0039a7b9d165f47873ef
niah_mv_v4,14,137,4210,867,810,80,41,81,162,243,405,87,f4eefaf8c573f9baa70da6ce08526d162926cc97166b73117a99a629c6a7ff9e
niah_mv_v4,15,137,4230,861,806,76,41,81,162,242,403,87,a4b77a743285303e291524c2bb55cb0ef78ca30f85008f30c277d8adadbe2056
niah_mv_v4,16,137,1295,300,243,80,13,25,49,73,122,30,edab4f5f84b854be82b62e480081500b0b24b13b9a1c56d09bb2d112dd876a30
niah_mv_v4,17,137,4210,867,810,80,41,81,162,243,405,87,7f2762494d32472c6a2260a8bc2bc22f07ccff82e9aaf0c81794f3db06fd0b1f
niah_mv_v4,18,137,4195,861,806,76,41,81,162,242,403,87,a0f5706166448fa6d4029f2b6cf06d249aa7a25e73ab23bfedb20dd063a30f2f
niah_mv_v4,19,137,4206,861,806,76,41,81,162,242,403,87,b899f6077133e00e25821ef4ab1c89d2c15d167844dcfa5f1bb12929f99de3bc
niah_mv_v4,20,137,4206,867,810,80,41,81,162,243,405,87,6303297f2c61a31785869e2834389ae406d57b44e610c6f15899de0e1a39efd7
niah_mv_v4,21,137,4202,861,806,76,41,81,162,242,403,87,a2497baac862145300fb451de243b50858d942f2a55b3a92842c53aef89939fc
niah_mv_v4,22,137,4210,855,802,72,41,81,161,241,401,86,98b229b14cbed7b36a2d6b76e364c497103b422f5b74c85bc81339de44a514ab
niah_mv_v4,23,137,4222,873,814,84,41,82,163,245,407,88,f10fa6103bbd9aa3fc12077027b72789d3d5c3902fc167f9288930d584833ea6
niah_mv_v4,24,137,4218,867,810,80,41,81,162,243,405,87,1ef3bb44d21b533dba4fe3cec9fac6e95518fbb728a9ef1a5e8ec75676a6bf5d
niah_mv_v4,25,137,4198,867,810,80,41,81,162,243,405,87,9f9428d65b3362c7860b3544cb158521c7f5a1f5f0fa96e63601fdc7d6aa48be
niah_mv_v4,26,137,4199,861,806,76,41,81,162,242,403,87,317e1987b7db30f590934eadb1146e3d5b98dcab60d5b3f9b97a0d809c5c112a
niah_mv_v4,27,137,4222,867,810,80,41,81,162,243,405,87,7117b362fc336ae7628a5b5855d3fb6a34d77a425d3a573f1f42c9822988ef9d
niah_mv_v4,28,137,4190,861,806,76,41,81,162,242,403,87,bf248583979d7fb6a14d91b0d48fa78dafa956e69afbd3006e56886d7be11709
niah_mv_v4,29,137,1279,288,235,72,12,24,47,71,118,29,564d95a5bb022a71d919cd1aac64543524931785a9e23164a62607b72947de1b
niah_mv_v4,30,137,4190,861,806,76,41,81,162,242,403,87,6316c639dd830d9dae9ec706eff29dd690e8efe41a0253117a3eb7e8481ef484
niah_mv_v4,31,137,1303,294,239,76,12,24,48,72,120,30,85531cc03182848e104df4a4c1f28cee6608af6056a1e52781b57b611a141a52
niah_mv_v4,32,137,4210,861,806,76,41,81,162,242,403,87,574eb9d6bbfd5897b2b017e4fc2aa9caddcd5111f7a61917c30a8350a25bc97d
niah_mv_v4,33,137,4210,867,810,80,41,81,162,243,405,87,71c00ef6a84725e937e317a1ff29f6f7a0a682f30273ca6bc347d2f11fb98776
niah_mv_v4,34,137,4214,867,810,80,41,81,162,243,405,87,cb2de5165ca314fbb2384548ebc190c622243da62e8b6b8587882bd7604df606
niah_mv_v4,35,137,4218,867,810,80,41,81,162,243,405,87,e1d8d9c49761b811a2f247bcd5d40bc1d95ea0ef1f6f50611a7327530f109d77
niah_mv_v4,36,137,4210,867,810,80,41,81,162,243,405,87,4c5d5a9335cc8df647762a17e14023163757478bd1c73e2b7cbf5cc8ce924493
niah_mv_v4,37,137,4238,867,810,80,41,81,162,243,405,87,c71755563a6cad3049c8bd8f02735db6b92e63d08ea55d12d0448fbd40a8d818
niah_mv_v4,38,137,4234,861,806,76,41,81,162,242,403,87,6e34c998d16ba3814d257365375f6cdf8e25d95080329fc35fb3b782724818a8
niah_mv_v4,39,137,1302,306,247,84,13,25,50,75,124,31,d70f09efa05b27ed1a827cf2af5b942dcb7eb377750431a8828685f278dfa117
niah_mv_v4,40,137,1295,300,243,80,13,25,49,73,122,30,fd3177483f08b04e33b5eedfba4d18e805dd2b810601a34b3381011cc6168b2a
niah_mv_v4,41,137,1268,294,239,76,12,24,48,72,120,30,5e6de515da997f33e0789468648120e27bb80952a9480e4ff7f0133b8fb40e99
niah_mv_v4,42,137,4206,867,810,80,41,81,162,243,405,87,f00f65e7473aaa12e66b0958d583cb5c488b09f29e7ab66eb36721732861b028
niah_mv_v4,43,137,4222,867,810,80,41,81,162,243,405,87,2cdbeaf23f21b013b5ac40f1e1445b0d1056f052402db4ff1ad2b7327af0549e
niah_mv_v4,44,137,4218,873,814,84,41,82,163,245,407,88,593fa46ceaaa8df4d26ea3595b56626f9a69c31e815a0cc08a7904995fd070dd
niah_mv_v4,45,137,4202,861,806,76,41,81,162,242,403,87,933f21c5bdfa82aa1771a9511776f48b34e4d181f73b14cee82df2fb2abe8935
niah_mv_v4,46,137,1279,300,243,80,13,25,49,73,122,30,e693f983586e65d904c43672ec60ad242bd96edcb106b6089ab7724286c91bbd
niah_mv_v4,47,137,1311,306,247,84,13,25,50,75,124,31,682d82fa747dd784b4f2f527ce74aed2a351e0e865b9b13be42d51a1d2903b80
niah_mv_v4,48,137,4203,867,810,80,41,81,162,243,405,87,11477d27520803acf9a01a1f488339cdb184b23e85a56696174ed07a41032b35
niah_mv_v4,49,137,4214,861,806,76,41,81,162,242,403,87,f431a0ebafa86529535702bd82a4fe67c670518cf981dbd6f862d0f4a3b74f36
niah_mv_v4,50,137,4202,861,806,76,41,81,162,242,403,87,37d2b76dd20289714e1bfd4ad27357305e4e5d148704d74117ffca66dec336ef
niah_mv_v4,51,137,4230,867,810,80,41,81,162,243,405,87,36aa4c052a31717b98ed65eb1964839b68ff7f91253f8042c70d804bc366b945
niah_mv_v4,52,137,1279,288,235,72,12,24,47,71,118,29,5ff964900145cb6ce273cbccb0d640448bcf9883b87045fa8469ad483d30040d
niah_mv_v4,53,137,4231,867,810,80,41,81,162,243,405,87,d1f0bebff8d84cd75e89c489864173453184636d92764cb3233194b1818e507a
niah_mv_v4,54,137,1275,300,243,80,13,25,49,73,122,30,3361e454f624069dcbb8b25b57a26756ff7623491547231d6c152458b6022a95
niah_mv_v4,55,137,1295,300,243,80,13,25,49,73,122,30,fd0c2cdceebefd4a6b2dd7d75729704d318eba6d4767e36fcd29eb231ff55a25
niah_mv_v4,56,137,4222,855,802,72,41,81,161,241,401,86,a5533067127b141efb6b07dcf5e4fb9faad7ad038a5b10d3c208238bfa5c2b24
niah_mv_v4,57,137,4191,867,810,80,41,81,162,243,405,87,2d50aaf1e69eecd3d212ca3d5d9d4903598b502babe2af7c1c1d1e3a4bb23132
niah_mv_v4,58,137,4206,861,806,76,41,81,162,242,403,87,614d76d52c128fe18aea2887d9c32aab7075702b528522dc2dc18f25314fde0e
niah_mv_v4,59,137,4198,861,806,76,41,81,162,242,403,87,e47290edfc32ccb11a320eed046e23348b5481eae4cb4dc2f219dc63d064e37e
niah_mv_v4,60,137,1286,300,243,80,13,25,49,73,122,30,c6f059d5bf82da61d042f4a756846aaf603cc8a8d9b1a710451bd2e1f86b4665
niah_mv_v4,61,137,4222,861,806,76,41,81,162,242,403,87,b9dae41e226789a9422a19bd6419c128ee298a1d18948056fb41a14788bde682
niah_mv_v4,62,137,4186,855,802,72,41,81,161,241,401,86,51b15d109162e5a7f79a2346f245cc1056aeb42863eaa0c29713810e311f46ee
niah_mv_v4,63,137,1271,294,239,76,12,24,48,72,120,30,df6478b6738c0a4ce528468951292367d967a63039b4aca59bf9b7757c133ce9
niah_mv_v4,64,137,1274,288,235,72,12,24,47,71,118,29,d120093de29d81462b048bc7905782d2b0ccbb69cedc2de78d0fba7d0d15abe7
niah_mv_v4,65,137,4198,867,810,80,41,81,162,243,405,87,de5313df5b8ff464822602087edb2674abe42bb3ec51cc980936ce380802cf08
niah_mv_v4,66,137,4202,855,802,72,41,81,161,241,401,86,2b7d8bdd104a0f33b4d31ccc6b596c1d08bebee3f46a0a84b4511d328e55ce65
niah_mv_v4,67,137,1288,294,239,76,12,24,48,72,120,30,9f094e47f45faaed30be6bd14654dce95275448a00d50f5b94247ff2215c27ac
niah_mv_v4,68,137,1279,294,239,76,12,24,48,72,120,30,285907d441245cfa665fd185343ff436564174359fa4ceebd33fae6373b7ebf1
niah_mv_v4,69,137,4206,861,806,76,41,81,162,242,403,87,24fe86a4964161c429647ff375b85e6389405dc195e99fe99d4275436d96af93
niah_mv_v4,70,137,4210,867,810,80,41,81,162,243,405,87,834cf14dc397473ca7b6d139df010b1548b5b2487f4893b6328d875c3d10a6b2
niah_mv_v4,71,137,4214,867,810,80,41,81,162,243,405,87,0eb044f446bd1a63198c7c43464165bb2f3d7f741d22e261299c0adb097a3b8e
niah_mv_v4,72,137,1295,300,243,80,13,25,49,73,122,30,251fc41b872b591674796c9278d59392989ba07839a3c564403af865f13b14ba
niah_mv_v4,73,137,1291,294,239,76,12,24,48,72,120,30,8bcbd761779dce528fc4497891804901bc16574b4b8460510285a4b43bd2b0b3
niah_mv_v4,74,137,4214,861,806,76,41,81,162,242,403,87,fe0ef97adaf5c9bbf4f8155bd2e0e5f0c11b761e352abc13302595a0aad6b094
niah_mv_v4,75,137,4211,861,806,76,41,81,162,242,403,87,713bcf64722ea4abfa0c47b9256c1df519359ff0f2f00478beb9dc85432ce99e
niah_mv_v4,76,137,4222,867,810,80,41,81,162,243,405,87,a7c9f620c545bac95a89fb8dfbd7625d9dc206df31c715c060d45bc723a729a8
niah_mv_v4,77,137,1279,288,235,72,12,24,47,71,118,29,14be91a4602b0a55a6fac3dcdabc48ab94630f4179db51626b2a5456810c9a48
niah_mv_v4,78,137,4214,861,806,76,41,81,162,242,403,87,ce98c7758bfc7945b07712da356f191fdd2b8753bf4611e68036bd9b074e8dbc
niah_mv_v4,79,137,4206,867,810,80,41,81,162,243,405,87,2bf3976d2a0dbb1a4524486c339a3bba0ba642b98e2129301d1545313825eb64
niah_mv_v4,80,137,1307,294,239,76,12,24,48,72,120,30,1f6dfe95cd89f61365b3c25ca188c43ad8b2cdeae1d5747abade3e54f6f63ab4
niah_mv_v4,81,137,1279,288,235,72,12,24,47,71,118,29,dd21936bc31cc9b267cf6e0f11217f3837800a8cbe45229be319691ea2ebfb3e
niah_mv_v4,82,137,4198,861,806,76,41,81,162,242,403,87,6d80536221ff1fd7120a69e093cf6853b1f19c89a27e643f9d13749263ccae67
niah_mv_v4,83,137,4214,867,810,80,41,81,162,243,405,87,8ac821b3c4a0c8f03661b9d19e7c9116d84eedd4885f1369782485d04a765ae5
niah_mv_v4,84,137,4198,861,806,76,41,81,162,242,403,87,aade27f80dfc31369fb1ff0330a8f04af227822c1d55609cee71d8ab4f8840fd
niah_mv_v4,85,137,1288,312,251,88,13,26,51,76,126,32,8081e1e4eee99eb5264cceacb0da8f7e101677ae3c5b530962673a526c4d1457
niah_mv_v4,86,137,4203,855,802,72,41,81,161,241,401,86,a8cc639010154b883313762140dd543984097b1d5f23b313d7f43d078e38c4dd
niah_mv_v4,87,137,4214,867,810,80,41,81,162,243,405,87,ed98fb4ac62a5bb94b964fef0dd3cafa809949ab5156149837c8a56d9117d3db
niah_mv_v4,88,137,1307,306,247,84,13,25,50,75,124,31,af67c816f476ebb5e67655155718a16f2ce74717d9d2c350161a017404475380
niah_mv_v4,89,137,1291,288,235,72,12,24,47,71,118,29,6f3a8a012aa8fd59b358e2554970060a8dd2624c47239c08356a2a5d1eff74e6
niah_mv_v4,90,137,4222,861,806,76,41,81,162,242,403,87,b2cd0cdeb0f09195d8ae30a636c5d9c724a2b8e7b102c550fe19230635fcdf4c
niah_mv_v4,91,137,4206,873,814,84,41,82,163,245,407,88,dd16a09816df02b353288f87a83fb25ec0e631c9fc4ffd0e999c283bfd379bf7
niah_mv_v4,92,137,4202,861,806,76,41,81,162,242,403,87,48434331ad69c6ccdb53115e4fbf17e6ff068278b1f4ea98ad842c5f3d1cbc9a
niah_mv_v4,93,137,4214,867,810,80,41,81,162,243,405,87,e2bb138b69def91823d116f21b966a14c9cc19842e7b6170e614cc6b9fa86e82
niah_mv_v4,94,137,4226,861,806,76,41,81,162,242,403,87,47a32bf7364ee6c4bc63f9abec4767e313feb8f3c7e06687af18538e8bf3bbda
niah_mv_v4,95,137,4186,861,806,76,41,81,162,242,403,87,fd342703675b18b217aed65bb9087a225c8a281f2cfd1d91e6fd2c3ec851f041
niah_mv_v4,96,137,4210,861,806,76,41,81,162,242,403,87,a1b860b35d62f881b2e98163da1f196ebadee3eacb6997993646ea9b948872ce
niah_mv_v4,97,137,4190,861,806,76,41,81,162,242,403,87,85d339b937a092c491387c19c20e7aa70c1143a7969249cfb2cebf42152dfe96
niah_mv_v4,98,137,4194,861,806,76,41,81,162,242,403,87,c2d56f901d9381af0a0285e14fcaf31af40c7f7b0abaad278a27541e766c74a2
niah_mv_v4,99,137,1279,294,239,76,12,24,48,72,120,30,f63412395668e88abb67cd109a6cef12bb0ad2aaa8ed7d812fc2e401d3762b77
niah_mv_v8,0,137,1250,333,274,168,14,28,55,83,137,34,63716ac4ddc93d1d710521a305ead91de442c4d29cf3f8a5ff771c617d34015e
niah_mv_v8,1,137,1275,333,274,168,14,28,55,83,137,34,ea7b564dc79b317f929279b653c9380ac91276ef9a0a0ae46c93e457a8bd6241
niah_mv_v8,2,137,4160,870,817,144,41,82,164,246,409,87,c55f014eadad3e67d23e954ce5b6e8b1f078e3d7bc629c2b0ea280f514b8e1f2
niah_mv_v8,3,137,4176,880,825,152,42,83,165,248,413,88,7b7e5bb02349e21d11a02691831c16efdefb438bf2f82e55653f66f0f49dbb57
niah_mv_v8,4,137,4192,880,825,152,42,83,165,248,413,88,d70f238c7698b8abc694db11bf54201f3b83a8b0e06965673a050a2f9fcde7cb
niah_mv_v8,5,137,1267,333,273,168,14,28,55,82,137,34,b8f9e7bbea1f6fa671193bed14d21a98c598372d3c4355b937b148034800ee6e
niah_mv_v8,6,137,1276,343,281,176,15,29,57,85,141,35,6b1f45f222c3d1f8d32cc293444e1c02838507af71263dd30f3de6237546937f
niah_mv_v8,7,137,4152,880,825,152,42,83,165,248,413,88,161f7903921d75af99565fb758ffb69ca321cb52805e4465354bc142625119a9
niah_mv_v8,8,137,1229,333,273,168,14,28,55,82,137,34,0f47ee0ef55cb2bcc49fcb8675675ada889ac02af3934d8bae9794aac57cf423
niah_mv_v8,9,137,1228,313,257,152,13,26,52,78,129,32,e151b32c50441a41f857c6fc7721aef88ea262250db98574be6ebb0677250b35
niah_mv_v8,10,137,1204,313,257,152,13,26,52,78,129,32,085441e686e5bb8b391e39290b97fe968b1b9721d8275c4ef5769be48905515e
niah_mv_v8,11,137,1268,313,257,152,13,26,52,78,129,32,f6292a1573fc5ba7087a58ad3926a7d6618ef138d87779182b12ba04d7ef361e
niah_mv_v8,12,137,4151,880,825,152,42,83,165,248,413,88,069e65a7d96f39870accc66f157d250bb290902ed07a76370eecafd4fc44231e
niah_mv_v8,13,137,1220,313,257,152,13,26,52,78,129,32,8428a0adee94f8149a6a92e6a875b63a7e71424c57c2a2ad90d9ff6a24adbdad
niah_mv_v8,14,137,4168,870,817,144,41,82,164,246,409,87,dfe6b2200671582afc3152a351b7faa9a96dd56467a4d02d18c1b3e201eeb50c
niah_mv_v8,15,137,1220,323,265,160,14,27,53,80,133,33,ece028e43aad63119c5cbf6f288c2e2e1985a3a55fe097df33817ba0c9d33237
niah_mv_v8,16,137,1202,303,249,144,13,25,50,75,125,31,aacf7b6069d8406293b3d94a54384cc9ede09d4cd370705b0ee7a5fd7ba0b3dd
niah_mv_v8,17,137,1245,313,257,152,13,26,52,78,129,32,4bf5b1a1b108078ed743a4194c7aa7594c2bd9e216b07a01824782496c826b56
niah_mv_v8,18,137,1219,313,257,152,13,26,52,78,129,32,2372f7866a450588ce092b7d671220a30ab4a52a523c82c033cd8d07feb5d936
niah_mv_v8,19,137,1236,313,257,152,13,26,52,78,129,32,7c846b4c017ab5962ae8cbc11951adea8ec20b4887865d304291fbf1a63ada35
niah_mv_v8,20,137,1261,323,265,160,14,27,53,80,133,33,11139c4365c74fd189a7a0bb80a7875cbe65ca5fca72547b7da8647455067823
niah_mv_v8,21,137,1235,313,257,152,13,26,52,78,129,32,dd282e227e5ab41d6fd0dea8c6a250c0d451c3574ed02a3c306baa39cdaaf17f
niah_mv_v8,22,137,1276,313,257,152,13,26,52,78,129,32,b3296e7280d47ba1c7e385424b98754ad58923641029029c4ba982c0fa71f5db
niah_mv_v8,23,137,4223,880,825,152,42,83,165,248,413,88,adef860c243e8a1c85ca10a4a989ae49a7a049e5027fcb2a5c3767faab6fb0fa
niah_mv_v8,24,137,1284,333,273,168,14,28,55,82,137,34,f9950b1597acca0d9afd47de2b172c820a5e01e6e6f609c37a00981059f75820
niah_mv_v8,25,137,1259,313,257,152,13,26,52,78,129,32,a13e15233267be0c9c937cd7d450b59e5624ba164afdd80ebe6080bbb3385180
niah_mv_v8,26,137,4184,880,825,152,42,83,165,248,413,88,8943ebd3df6538e0899252b91ce18b3f699813f2721eef21c92f978e75f9cf5e
niah_mv_v8,27,137,1269,313,258,152,13,26,52,78,129,32,85e06b8931e7dc4c57e1360c4294650964c5e9c896badb9156db0292476c3aef
niah_mv_v8,28,137,4200,880,825,152,42,83,165,248,413,88,6415ba22d39f44db37d8397e755bd3967ea2ff35ed4e17d72b1dd79047163476
niah_mv_v8,29,137,4232,880,825,152,42,83,165,248,413,88,2c3154716dd139ef6fa9c7a0fb35f462dc12636794bfef8e0b8212ed7fadd44f
niah_mv_v8,30,137,1245,323,266,160,14,27,54,80,133,33,3b5363e83e942dc51267e0d2d6035c3a53df13792b894e2e939f9bdda573e5ce
niah_mv_v8,31,137,1244,313,257,152,13,26,52,78,129,32,f8535eefddbc2b7e24bb3cbcb1ce8cbe70d4510162746bd82f0c0545db3d485f
niah_mv_v8,32,137,4183,880,825,152,42,83,165,248,413,88,205be39d25089db537c8941f81b270f6791e77c9e70efdd4a98a32abb391ede5
niah_mv_v8,33,137,1212,313,257,152,13,26,52,78,129,32,a92e6ecab46e8151b298c1ad19ee7022950c4d6cf4aea5ef6c2e9bb2f8e777a0
niah_mv_v8,34,137,1243,313,257,152,13,26,52,78,129,32,71d6f1fb130b8070da40bea112cf4ca042c9fe71b8de2ad1fb087ffd248a1513
niah_mv_v8,35,137,4159,880,825,152,42,83,165,248,413,88,68b42daacc272eaa10594bd26ec5edae0ecc2c1fdaa3c9858e0c13771b075774
niah_mv_v8,36,137,4191,880,825,152,42,83,165,248,413,88,2e4ef2cbabe71a2ad10c67de8c9b937e3396f3ac53d0b601746431824bf6eb73
niah_mv_v8,37,137,1203,313,257,152,13,26,52,78,129,32,67eafddd74acb35a32e2e4e1cfd3b280b04b601d7e2d3c8081ae506b17bb75e6
niah_mv_v8,38,137,1259,323,265,160,14,27,53,80,133,33,7362e8e65cfd23ab1f92a714c26a65151a84aef13f6b473e887910218b595141
niah_mv_v8,39,137,4208,880,825,152,42,83,165,248,413,88,f218a94225f859d1174c28690c9d7659839b7614c29e9b9b0688b2cec0337a7b
niah_mv_v8,40,137,4191,880,825,152,42,83,165,248,413,88,50ef2852862f1038beaeabf8f4702c41fddf53a27993956ac1b1fb29e9018059
niah_mv_v8,41,137,1324,323,265,160,14,27,53,80,133,33,d8b41e681b8100a132ce896f1383ec23320b120af00c08408c8c981bd759597f
niah_mv_v8,42,137,1235,333,274,168,14,28,55,83,137,34,8e9e320783c5f13c99ac3f00eeafb03fc9caa543b437f7d69c0c0370fbdfa6e0
niah_mv_v8,43,137,1220,313,257,152,13,26,52,78,129,32,cc53c589030998f0ea0a85a3b5c97c5a2932012eeeafae4a2c8f0431b53e5588
niah_mv_v8,44,137,1228,333,273,168,14,28,55,82,137,34,ecc900377debdbb5d23476192de8930d92946d3d870ab33e01d61654bf778331
